City,Cloudiness,Country,Date,Humidity,Lng,Lat,Max Temp,Wind speed
Punta Arenas,75,CL,1544328000,70,-70.91,-53.16,48.2,9.17
Khatanga,36,RU,1544329525,64,102.47,71.98,-13.97,5.73
Avera,90,US,1544327700,96,-82.53,33.19,42.98,12.75
Kapaa,90,US,1544327760,57,-159.32,22.08,73.94,24.16
Rebrikha,0,RU,1544329525,24,82.34,53.08,-16.62,5.39
Mahebourg,75,MU,1544328000,78,57.7,-20.41,80.6,11.41
Hilo,20,US,1544327580,68,-155.08,19.71,75.02,8.05
Saint-Augustin,90,FR,1544326200,82,-0.61,44.83,57.2,14.99
Lebu,40,ET,1544328000,87,38.73,8.96,50.0,4.7
Shingu,75,JP,1544328000,49,135.99,33.72,46.4,13.87
Barrow,32,AR,1544329526,34,-60.23,-38.31,77.57,18.81
Ahipara,0,NZ,1544328953,66,173.16,-35.17,69.47,15.79
Altamira,92,BR,1544329527,99,-52.21,-3.2,71.99,2.37
Henties Bay,24,NA,1544328948,100,14.28,-22.12,57.86,9.08
Hami,0,CN,1544329527,53,93.51,42.84,-0.69,2.93
Sinnamary,48,GF,1544329528,93,-52.96,5.38,79.82,10.98
Yumen,24,CN,1544329528,76,97.04,40.29,3.54,11.43
Hobart,75,AU,1544328000,63,147.33,-42.88,64.4,11.41
Kloulklubed,75,PW,1544327700,94,134.26,7.04,80.6,8.05
Guerrero Negro,0,MX,1544329529,87,-114.04,27.97,60.78,8.19
Bathsheba,40,BB,1544328000,65,-59.52,13.22,78.8,18.34
Saint-Malo,90,FR,1544328000,71,-2.02,48.65,51.8,20.8
Atuona,88,PF,1544329529,100,-139.03,-9.8,80.72,15.68
Cayenne,20,GF,1544326200,94,-52.33,4.94,73.4,8.19
Suntar,36,RU,1544329530,83,117.65,62.16,-18.92,4.38
Muisne,32,EC,1544329530,87,-80.02,0.61,71.49,3.04
Kaitangata,92,NZ,1544329530,89,169.85,-46.28,62.9,13.56
East London,75,ZA,1544328000,82,27.91,-33.02,62.6,12.75
Saint George,75,GR,1544329200,81,22.34,39.45,44.6,1.81
Westport,92,IE,1544329531,97,-9.52,53.8,47.51,22.5
Dikson,76,RU,1544329531,97,80.55,73.51,15.24,31.12
Mehamn,8,NO,1544329532,100,27.85,71.03,9.8,6.4
Touros,40,BR,1544328000,88,-35.46,-5.2,78.8,2.24
Tiksi,24,RU,1544329532,0,128.87,71.64,-38.9,3.15
Faanui,36,PF,1544329532,100,-151.75,-16.48,80.0,11.43
Kudligi,0,IN,1544329533,79,76.38,14.91,72.03,10.31
Banda Aceh,32,ID,1544329502,99,95.32,5.56,79.64,2.37
Oktyabrskiy,90,RU,1544328000,92,37.97,55.61,23.0,8.95
Lahij,68,YE,1544329533,91,44.88,13.06,70.19,2.93
Katsuura,75,JP,1544328000,56,134.5,33.93,46.4,11.41
Brandon,75,US,1544327760,74,-96.57,43.59,23.0,14.99
Moron,68,VE,1544329534,94,-68.2,10.49,68.39,2.93
Moree,0,AU,1544328000,22,149.84,-29.46,89.6,8.05
Mitsamiouli,40,KM,1544328000,74,43.28,-11.38,82.4,10.29
Millbrook,90,US,1544328900,100,-86.36,32.48,46.04,13.87
Swidnik,75,PL,1544328000,92,22.7,51.22,35.6,11.41
Tuktoyaktuk,90,CA,1544328000,84,-133.03,69.44,3.2,13.87
Alofi,92,NU,1544324400,78,-169.92,-19.06,80.6,11.41
Fairbanks,90,US,1544327880,94,-147.72,64.84,18.32,3.38
Arraial do Cabo,20,BR,1544329535,99,-42.02,-22.97,69.65,6.06
Lagdo,0,CM,1544324400,60,13.67,9.06,68.0,2.15
Panlaitan,24,PH,1544329536,79,119.85,12.12,86.57,13.0
Atambua,36,ID,1544328982,96,124.89,-9.11,84.54,4.94
Havelock,90,US,1544327760,70,-76.9,34.88,44.06,14.99
Saint-Philippe,1,CA,1544328240,92,-73.48,45.36,12.2,4.7
Palana,12,RU,1544329537,76,159.95,59.08,6.65,2.71
Nikolskoye,90,RU,1544328000,86,30.79,59.7,28.4,13.42
Longyearbyen,75,NO,1544327400,73,15.63,78.22,23.0,12.75
Hermanus,12,ZA,1544329537,100,19.24,-34.42,48.14,2.82
Panzhihua,0,CN,1544329538,52,101.72,26.59,61.37,4.61
Mezen,80,RU,1544329538,70,44.24,65.85,22.94,9.08
Klaksvik,32,FO,1544327400,59,-6.59,62.23,37.4,16.11
San Isidro,80,PH,1544329540,100,121.63,16.74,74.37,3.38
Victoria,75,BN,1544328000,74,115.24,5.28,87.8,3.36
Sao Jose da Coroa Grande,80,BR,1544329540,97,-35.15,-8.9,76.98,5.73
Sitka,0,US,1544328812,71,-99.65,37.17,20.01,5.61
Sao Filipe,0,CV,1544329541,98,-24.5,14.9,75.14,10.65
Salalah,0,OM,1544327400,49,54.1,17.01,73.4,5.82
Iqaluit,75,CA,1544328000,76,-68.52,63.75,-4.01,4.7
Norman Wells,20,CA,1544324400,92,-126.83,65.28,12.2,5.82
Rawlins,1,US,1544327700,70,-107.24,41.79,26.6,13.87
Taltal,0,CL,1544329541,84,-70.49,-25.41,53.9,1.25
Yulara,0,AU,1544328000,21,130.99,-25.24,102.2,18.34
Sao Joao da Barra,56,BR,1544329253,100,-41.05,-21.64,73.83,13.22
Saint-Louis,75,CH,1544328000,87,7.56,47.59,46.4,27.51
Bayir,75,TR,1544327400,86,28.22,37.27,41.0,3.36
Upernavik,64,GL,1544329543,100,-56.15,72.79,8.94,10.09
Myre,90,SE,1544327400,100,17.37,62.25,35.6,3.36
Esperance,20,TT,1544328000,83,-61.45,10.24,75.2,5.17
Kaoma,24,ZM,1544329543,100,24.8,-14.8,67.26,4.38
Ulladulla,0,AU,1544329543,82,150.48,-35.36,72.39,6.73
Los Llanos de Aridane,0,ES,1544328000,72,-17.92,28.66,64.4,9.17
Bollnas,88,SE,1544329544,100,16.39,61.35,33.11,3.6
Thompson,75,CA,1544328000,84,-97.86,55.74,6.8,2.37
Chokurdakh,36,RU,1544329544,0,147.9,70.62,-31.61,4.38
Mandera,56,ET,1544329545,68,41.86,3.94,76.85,5.95
Ambon,75,FR,1544328000,87,-2.56,47.55,53.6,11.41
Luderitz,0,NA,1544329545,82,15.16,-26.65,57.14,20.04
Yar-Sale,68,RU,1544329545,92,70.83,66.83,14.16,3.38
Castro,90,CL,1544328000,100,-73.76,-42.48,53.6,10.29
Onda,0,ES,1544328000,100,-0.26,39.96,44.6,2.24
Parabel,76,RU,1544329546,83,81.5,58.71,3.77,5.39
Johnson City,90,US,1544328900,100,-82.35,36.31,37.4,4.7
San Patricio,0,PY,1544329547,80,-56.83,-26.98,57.77,2.04
Kudahuvadhoo,8,MV,1544329547,100,72.89,2.67,81.89,6.73
Palmer,0,AU,1544328000,54,139.16,-34.85,78.8,19.46
Kabala,0,SL,1544329547,71,-11.55,9.59,60.78,3.15
Yatou,92,CM,1544329547,100,9.81,3.63,80.13,6.96
La Ronge,20,CA,1544328000,73,-105.3,55.1,19.4,3.36
Sept-Iles,90,CA,1544324400,60,-66.38,50.2,6.8,4.7
Tougue,0,GN,1544329548,70,-11.68,11.45,57.54,2.93
Fomboni,8,KM,1544329548,100,43.74,-12.28,80.09,9.98
Najran,0,SA,1544324400,48,44.22,17.54,62.6,2.24
Alice Springs,0,AU,1544328000,11,133.88,-23.7,104.0,17.22
Ribeira Grande,80,PT,1544329549,97,-28.7,38.52,65.06,17.36
Vanavara,64,RU,1544329549,31,102.28,60.35,-21.8,3.04
Salinopolis,48,BR,1544329549,99,-47.36,-0.61,80.58,8.97
Abu Dhabi,0,AE,1544328000,82,54.37,24.47,68.0,5.82
Kieta,76,PG,1544328971,91,155.63,-6.22,84.5,6.17
San Quintin,0,PH,1544329550,67,120.52,17.54,83.46,2.59
Mbuguni,75,TZ,1544324400,100,36.92,-3.55,68.0,3.6
Pevek,8,RU,1544329550,84,170.27,69.7,-9.2,8.3
Acapulco,20,MX,1544327340,88,-99.88,16.86,78.8,5.82
Kedrovyy,48,RU,1544328000,75,91.82,56.17,-14.81,3.6
Thinadhoo,0,MV,1544329551,100,72.93,0.53,83.15,6.96
Pangnirtung,0,CA,1544329551,76,-65.72,66.15,-17.39,1.81
Kimbe,80,PG,1544329552,100,150.15,-5.56,81.93,6.51
Bambous Virieux,75,MU,1544328000,78,57.76,-20.34,80.6,11.41
Waddan,0,LY,1544329552,81,16.14,29.16,37.61,2.93
Georgetown,0,GY,1544328000,94,-58.16,6.8,73.4,2.24
Taoudenni,0,ML,1544329552,42,-3.98,22.68,54.35,12.21
Barcelos,0,PT,1544326200,100,-8.62,41.53,46.4,2.15
Worland,1,US,1544327700,80,-107.96,44.02,26.6,13.87
Magole,40,TZ,1544324400,94,37.37,-6.37,71.6,1.7
Kade,8,GH,1544329553,97,-0.84,6.1,69.78,2.93
Yinchuan,0,CN,1544329553,60,106.21,38.48,9.84,4.61
Leningradskiy,44,RU,1544329553,100,178.42,69.38,1.38,14.0
Quatre Cocos,75,MU,1544328000,78,57.76,-20.21,80.6,11.41
Nalut,0,LY,1544329554,84,10.98,31.86,40.08,2.71
Kiama,20,AU,1544329554,48,150.86,-34.67,84.72,4.72
Karratha,36,AU,1544329554,12,116.85,-20.74,109.16,6.96
Liepaja,92,LV,1544327700,100,21.02,56.52,42.8,16.11
Vitim,48,RU,1544329555,61,112.57,59.44,-13.61,3.15
Silvan,75,TR,1544327400,100,41.01,38.14,44.6,2.24
Moche,75,PE,1544328000,88,-79.01,-8.17,68.0,5.82
Mabaruma,92,GY,1544329555,97,-59.78,8.2,75.63,6.73
Kardailovo,92,RU,1544329556,88,53.9,51.54,21.09,6.17
Nichinan,75,JP,1544328000,45,131.31,31.65,48.2,3.36
Zhanaozen,92,KZ,1544329556,84,52.85,43.35,34.64,5.95
Heerenveen,75,NL,1544327700,93,5.93,52.96,48.2,17.22
Talnakh,76,RU,1544329557,71,88.39,69.49,-2.09,18.59
Manono,92,CD,1544329557,100,27.4,-7.3,67.62,3.83
Ekhabi,32,RU,1544329557,82,142.97,53.51,24.87,19.15
Kushima,75,JP,1544328000,45,131.29,31.5,48.2,3.36
Ilulissat,0,GL,1544327400,77,-51.1,69.22,3.2,3.36
Bharatpur,0,NP,1544329451,57,84.43,27.68,61.01,4.38
Qaanaaq,32,GL,1544329558,92,-69.36,77.48,-4.56,8.41
Padilla,8,CO,1544329558,100,-76.31,3.23,49.67,1.7
Mahuva,0,IN,1544329558,100,71.76,21.09,74.91,15.57
Cordoba,20,CO,1544329317,95,-73.79,5.59,48.81,1.7
New Norfolk,75,AU,1544328000,63,147.06,-42.78,64.4,11.41
Carnarvon,0,ZA,1544329559,95,22.13,-30.97,47.28,12.77
Kourou,40,GF,1544328000,94,-52.64,5.16,73.4,1.12
Hithadhoo,48,MV,1544329559,100,73.08,-0.6,82.38,4.38
Souillac,90,FR,1544328000,76,-0.6,45.6,55.4,18.34
Santa Fe,0,AR,1544329560,51,-60.7,-31.62,69.11,11.54
Mar del Plata,92,AR,1544329560,35,-67.52,-46.43,74.46,12.1
Mamedkala,64,RU,1544329560,93,48.12,42.17,32.88,1.48
Sinnar,0,IN,1544329561,62,74.0,19.85,63.66,3.27
Kavaratti,0,IN,1544329561,100,72.64,10.57,83.69,6.29
Kahului,40,US,1544327760,81,-156.47,20.89,75.92,20.8
Pirapo,0,PY,1544329561,84,-55.53,-26.85,59.57,2.04
Bandarbeyla,100,SO,1544329562,100,50.81,9.49,78.02,14.56
Mayuge,36,UG,1544329562,96,33.48,0.46,64.07,3.49
Pingliang,0,CN,1544329562,72,106.68,35.54,15.47,3.27
Slave Lake,1,CA,1544328000,92,-114.77,55.28,8.6,2.24
Chuy,0,UY,1544329563,68,-53.46,-33.69,61.64,16.24
Pecos,1,US,1544327700,91,-103.49,31.42,34.7,4.7
Plettenberg Bay,56,ZA,1544329563,100,23.37,-34.05,60.78,10.42
Clyde River,1,CA,1544328000,82,-68.59,70.47,-16.61,4.7
Bundaberg,40,AU,1544328000,51,152.35,-24.87,82.4,19.46
Coquimbo,0,CL,1544328000,82,-71.34,-29.95,60.8,5.82
Somotillo,8,NI,1544329564,68,-86.91,13.04,75.54,5.84
Puerto Escondido,0,MX,1544329564,100,-97.07,15.86,83.06,3.71
Marzuq,0,YE,1544329565,89,46.47,14.4,45.26,2.48
Khandyga,44,RU,1544329565,51,135.58,62.65,-30.53,2.82
Port Hardy,90,CA,1544328000,81,-127.42,50.7,42.8,26.4
Muzhi,44,RU,1544329565,70,64.7,65.4,7.23,3.6
Hare Bay,75,CA,1544328000,92,-53.99,48.86,19.4,13.87
Caravelas,100,BR,1544329566,100,-39.27,-17.73,75.36,22.06
Avarua,90,CK,1544328000,88,-159.78,-21.21,80.6,11.41
Fort Nelson,75,CA,1544328000,84,-122.69,58.81,6.8,5.82
Hamilton,90,CA,1544328000,79,-79.87,43.26,30.2,6.93
Bowen,90,AU,1544328000,94,148.25,-20.01,75.2,19.46
Dingle,36,PH,1544329567,74,122.67,11.0,83.37,13.22
Sobotin,92,CZ,1544329567,92,17.09,50.01,37.52,14.23
Cascais,0,PT,1544326200,93,-9.42,38.7,48.2,5.82
Rawatsar,0,IN,1544329568,80,74.4,29.26,51.47,4.27
Smoky Lake,0,CA,1544329568,46,-112.47,54.11,-2.54,3.6
Vaasa,36,FI,1544327400,93,21.62,63.1,35.6,11.41
Rovenki,64,RU,1544329568,89,38.89,49.91,21.77,9.42
Geraldton,90,CA,1544328000,73,-86.95,49.72,19.4,14.99
Nanortalik,56,GL,1544329569,92,-45.24,60.14,26.67,13.78
Havre-Saint-Pierre,40,CA,1544328000,71,-63.6,50.23,5.0,6.93
Torbay,90,CA,1544328000,100,-52.73,47.66,26.6,13.87
Vryburg,0,ZA,1544329569,26,24.73,-26.96,55.07,8.3
Itarema,24,BR,1544329569,93,-39.92,-2.92,73.38,3.71
Guiyang,90,CN,1544328000,98,106.71,26.58,32.0,6.71
Namibe,0,AO,1544329570,100,12.15,-15.19,69.47,3.15
Mahajanga,20,MG,1544328000,78,46.32,-15.72,82.4,6.93
Gaya,0,IN,1544328000,52,85.01,24.8,64.4,9.17
Zemio,36,CF,1544329570,75,25.13,5.02,65.82,2.93
Tigre,0,AR,1544328000,52,-58.58,-34.42,73.4,4.7
Umm Lajj,32,SA,1544329571,100,37.27,25.02,57.27,7.07
Shuangyang,92,CN,1544329571,73,118.61,25.0,59.43,13.0
Ponta do Sol,0,BR,1544329571,72,-46.0,-20.63,61.64,12.66
Provideniya,20,RU,1544329572,100,-173.23,64.42,16.91,20.49
Plainview,90,US,1544327700,93,-101.71,34.18,19.22,3.36
Komsomolskiy,68,RU,1544329572,85,63.78,67.55,13.89,11.65
Dzhebariki-Khaya,44,RU,1544329573,51,135.8,62.22,-30.53,2.82
Krk,0,HR,1544328000,93,14.57,45.03,42.8,10.29
Hasaki,75,JP,1544328000,49,140.83,35.73,46.4,8.05
Homer,90,US,1544327580,66,-151.54,59.64,30.92,14.99
Middle Island,1,US,1544327760,68,-72.94,40.88,30.92,9.75
Chandler,1,US,1544328900,87,-111.84,33.31,57.56,2.37
Balabac,56,PH,1544329574,94,117.06,7.99,84.77,16.02
Mount Isa,0,AU,1544328480,14,139.49,-20.73,100.4,18.34
Severo-Kurilsk,44,RU,1544329574,100,156.12,50.68,31.26,4.5
Sulam,92,IL,1544329575,98,35.33,32.61,53.0,2.59
Robertsport,0,LR,1544329575,100,-11.37,6.75,83.46,9.19
Itaqui,8,BR,1544329575,75,-56.55,-29.13,62.09,3.38
Marathon,0,CA,1544329563,82,-86.38,48.72,31.76,20.49
High Level,12,CA,1544329575,74,-117.13,58.52,7.23,3.27
Cape Canaveral,1,US,1544327760,85,-80.6,28.41,73.04,8.05
Rapid Valley,1,US,1544328900,64,-103.15,44.06,30.2,4.7
Chicama,75,PE,1544328000,88,-79.15,-7.84,68.0,5.82
Mount Gambier,48,AU,1544328000,53,140.78,-37.83,75.2,16.11
San Ignacio,56,CL,1544328000,82,-72.03,-36.8,59.0,5.61
Gravdal,88,NO,1544327400,87,5.78,59.79,42.8,13.87
Kikwit,88,CD,1544329577,94,18.82,-5.04,71.04,3.71
Panacan,75,PH,1544328000,66,125.66,7.15,89.6,9.17
Te Anau,64,NZ,1544329578,65,167.72,-45.41,64.7,7.29
Nueva Concepcion,0,GT,1544329578,81,-91.3,14.2,67.04,2.48
Ballina,92,IE,1544329578,99,-9.15,54.11,46.52,20.83
Portland,90,US,1544327580,62,-122.67,45.52,41.0,18.34
Talcahuano,40,CL,1544328000,93,-73.12,-36.72,59.0,5.82
Saint-Pierre,90,FR,1544328000,76,4.24,48.95,48.2,26.4
Ulaangom,0,MN,1544329579,0,92.07,49.98,-29.72,0.58
Sangar,44,RU,1544329580,0,127.47,63.92,-38.67,3.49
Hofn,0,IS,1544329044,100,-15.21,64.25,31.71,13.67
Tuatapere,80,NZ,1544329580,85,167.69,-46.13,61.77,10.42
Koumac,56,NC,1544329580,69,164.28,-20.56,80.58,16.46
Novovarshavka,0,RU,1544329580,59,74.7,54.17,-6.09,8.41
Brae,48,GB,1544327400,65,-1.35,60.4,41.0,24.16
Lompoc,1,US,1544328900,81,-120.46,34.64,51.08,4.7
Kavieng,44,PG,1544329581,100,150.8,-2.57,84.09,6.62
Sayyan,0,YE,1544329581,76,44.32,15.17,38.73,1.14
Montefiascone,0,IT,1544329581,100,12.04,42.54,32.84,2.48
Broken Hill,0,AU,1544328000,11,141.45,-31.97,100.4,16.11
Nizwa,0,OM,1544329582,70,57.53,22.93,51.96,4.16
Severobaykalsk,32,RU,1544329582,30,109.32,55.65,-22.47,2.71
Matagami,68,NG,1544329582,45,8.4,9.67,66.63,6.96
Ust-Nera,20,RU,1544329582,0,143.24,64.57,-33.59,1.92
Sohag,0,EG,1544324400,57,31.7,26.55,51.8,4.7
Ankazoabo,0,MG,1544329583,89,44.51,-22.29,68.52,2.82
Oksfjord,0,NO,1544327400,84,22.35,70.24,19.4,11.41
Wajid,0,SO,1544329583,86,43.25,3.81,71.81,11.21
Wabash,1,US,1544328900,85,-85.82,40.8,19.94,6.85
Saskylakh,24,RU,1544329584,56,114.09,71.97,-11.09,3.38
Neuquen,0,AR,1544328000,40,-68.06,-38.95,68.0,9.17
Gizo,40,IL,1544327400,82,34.94,31.8,57.2,4.7
Andilamena,12,MG,1544329584,92,48.57,-17.01,61.86,2.93
Bilma,0,NE,1544329585,56,12.92,18.69,48.72,10.76
Port Lincoln,56,AU,1544329585,86,135.86,-34.72,66.27,14.45
College,90,US,1544327880,94,-147.8,64.86,19.94,3.38
Safakulevo,0,RU,1544329585,46,62.54,54.99,-7.31,2.93
Shimoda,75,JP,1544328000,46,138.93,34.7,50.0,12.75
Bilibino,32,RU,1544329586,0,166.44,68.06,-39.08,2.04
Jutai,64,BR,1544329586,99,-47.89,-1.71,73.7,1.59
Barra do Garcas,32,BR,1544329586,92,-52.26,-15.89,72.62,3.71
Lagoa,0,PT,1544326200,81,-8.45,37.14,51.8,6.93
San Rafael,0,AR,1544329300,20,-68.33,-34.61,63.84,11.65
Prince George,1,CA,1544328000,85,-122.75,53.92,17.6,3.36
Finschhafen,68,PG,1544329588,90,147.85,-6.6,78.78,3.15
Necochea,8,AR,1544329588,50,-58.74,-38.55,72.26,17.81
Porbandar,5,IN,1544328000,49,69.61,21.64,71.6,5.73
Linqiong,75,CN,1544328000,93,103.46,30.42,41.0,4.47
Banyo,32,CM,1544329588,43,11.81,6.75,71.54,7.4
Tabou,0,CI,1544329589,100,-7.36,4.42,82.56,8.75
Atasu,24,KZ,1544329589,67,71.64,48.68,-5.64,5.39
Sa Kaeo,68,TH,1544329589,74,102.09,13.8,79.86,11.43
Codrington,90,AU,1544328000,54,153.24,-28.95,84.2,12.75
Huarmey,48,PE,1544329589,85,-78.15,-10.07,62.45,2.59
Vardo,1,US,1544328300,62,-77.74,39.62,28.4,3.36
Coari,0,BR,1544329590,94,-63.14,-4.09,76.71,3.38
Mastic Beach,1,US,1544327760,68,-72.85,40.77,30.92,14.34
Pacific Grove,1,US,1544327700,76,-121.92,36.62,51.98,5.82
Dwarka,0,IN,1544328000,72,77.04,28.58,60.8,2.59
Aripuana,24,BR,1544329591,93,-60.63,-9.17,76.08,2.04
Madinat Sittah Uktubar,0,EG,1544328000,66,31.05,29.82,55.4,2.37
Boulder City,75,US,1544327880,66,-114.83,35.98,51.98,2.59
Tura,0,IN,1544329591,85,90.21,25.52,65.6,3.38
Steamboat Springs,90,US,1544328900,82,-106.83,40.48,28.4,2.93
Cidreira,0,BR,1544329592,71,-50.22,-30.17,64.11,15.46
Dandong,24,CN,1544329592,54,124.37,40.12,15.56,3.6
Simao,76,CN,1544329592,95,100.79,22.76,58.98,2.71
Pisco,0,PE,1544328000,82,-76.2,-13.71,66.2,3.94
Vila Velha,40,BR,1544328000,83,-38.6,-3.71,80.6,6.93
Port Blair,64,IN,1544329524,100,92.75,11.67,80.9,12.66
Viedma,68,AR,1544329593,36,-62.99,-40.81,75.09,12.21
Vangaindrano,44,MG,1544329593,95,47.6,-23.35,72.12,3.6
Ostrovnoy,80,RU,1544329593,94,39.51,68.05,24.78,11.88
Tarakan,76,ID,1544329594,91,117.63,3.3,84.41,1.81
Ayaviri,0,PE,1544329594,65,-70.59,-14.88,30.77,2.15
Lixourion,64,GR,1544329594,100,20.43,38.2,61.46,18.03
Vila Franca do Campo,20,PT,1544326200,67,-25.43,37.72,62.6,6.93
Ciudad Ojeda,8,VE,1544329595,87,-71.33,10.22,81.89,10.98
Sioux Lookout,40,CA,1544328000,72,-91.92,50.1,17.6,8.05
Kabompo,32,ZM,1544329595,93,24.21,-13.6,65.91,7.4
Teguise,0,ES,1544328000,93,-13.56,29.06,60.8,6.93
Egvekinot,0,RU,1544329595,65,-179.17,66.32,-5.24,10.09
Saint Anthony,90,US,1544327760,74,-111.68,43.97,26.96,2.26
Faya,0,SA,1544324400,87,42.45,18.39,53.6,5.82
Dharchula,0,IN,1544329596,69,80.53,29.85,30.81,1.81
Batagay-Alyta,36,RU,1544329597,0,130.41,67.8,-32.6,2.15
Xifeng,0,CN,1544329597,52,124.72,42.73,13.26,4.16
Goderich,0,CA,1544329597,92,-81.71,43.74,25.14,10.2
Xiazhen,75,TW,1544328000,60,120.95,23.89,71.6,18.34
Dunedin,92,NZ,1544329597,88,170.5,-45.87,65.19,0.81
Laguna,0,MX,1544329598,87,-110.01,27.52,57.86,4.5
Feijo,75,EC,1544324400,33,-79.92,-3.63,89.6,4.7
Quelimane,75,MZ,1544328000,88,36.89,-17.88,80.6,5.82
Wamba,76,CD,1544329598,86,27.99,2.14,68.34,2.15
Lishu,0,CN,1544329599,34,124.32,43.31,10.16,7.74
Belgrade,0,RS,1544326200,100,20.46,44.82,35.6,5.82
Krasnoye,0,RU,1544328000,92,39.46,44.87,30.2,6.71
Phan Thiet,8,VN,1544329351,89,108.1,10.93,82.7,10.76
Rochegda,76,RU,1544329600,79,43.41,62.67,22.44,7.74
Mareeba,90,AU,1544328000,88,145.42,-16.99,77.0,12.75
Coracao de Jesus,92,BR,1544329600,81,-44.37,-16.69,67.49,15.57
Zyryanovsk,0,KZ,1544329600,61,84.27,49.74,-14.51,2.15
Bonavista,80,CA,1544329601,100,-53.11,48.65,28.07,8.75
Havre,1,US,1544327580,87,-109.68,48.55,12.02,5.82
Lavrentiya,36,RU,1544329601,100,-170.99,65.58,18.48,30.11
Tautira,40,PF,1544328000,70,-149.15,-17.73,84.2,13.87
Kiunga,56,PG,1544329601,97,141.3,-6.12,76.49,2.82
Strelka,56,RU,1544329602,80,93.03,58.08,-18.24,3.04
Dezhou,92,CN,1544329602,39,116.31,37.45,26.0,4.61
Okhotsk,8,RU,1544329602,100,143.24,59.36,9.8,6.73
Katherine,0,AU,1544328000,37,132.26,-14.47,98.6,5.82
Valleyview,20,CA,1544329602,57,-117.28,55.07,14.57,7.74
Poum,90,MK,1544328000,80,20.71,41.28,39.2,5.82
Quang Ngai,92,VN,1544329603,97,108.8,15.12,71.58,3.04
Aswan,0,EG,1544324400,53,32.9,24.09,51.8,4.7
Gladstone,100,AU,1544328000,58,151.26,-23.84,82.4,21.92
Nantucket,1,US,1544327760,38,-70.1,41.28,26.96,12.75
Meulaboh,0,ID,1544329604,100,96.13,4.14,81.93,3.6
Vuktyl,64,RU,1544329604,87,57.31,63.86,16.23,3.6
Aksehir,48,TR,1544329604,96,31.42,38.36,26.49,2.37
Hay River,20,CA,1544328000,74,-115.79,60.82,28.4,12.75
Maldonado,0,UY,1544328000,72,-54.96,-34.91,60.8,4.7
Jhang,8,PK,1544328000,76,72.7,33.67,50.0,2.59
Rosario,32,UY,1544329605,47,-57.35,-34.31,61.14,7.96
